# capture_start_utc=2026-08-29T17:35:57Z
158449797 297 101658 2
S 121840085 294 101661 2
S 121851084 294 101660 2
S 121862084 294 101658 2
S 121873083 294 101664 2
S 121884082 294 101661 2
S 121895082 294 101661 2
S 121906081 294 101661 2
S 121917080 294 101660 2
S 121928080 294 101656 2
S 121939079 294 101660 2
S 121950078 294 101659 2
S 121961078 294 101655 2
S 121972077 294 101658 2
S 121983076 294 101658 2
S 121994075 294 101659 2
S 122005075 294 101658 2
S 122016074 294 101656 2
S 122027073 294 101658 2
S 122038073 294 101656 2
S 122049072 294 101656 2
S 122060071 294 101657 2
S 122071071 294 101655 2
S 122082070 294 101660 2
S 122093069 294 101659 2
S 122104069 294 101656 2
S 122115068 294 101659 2
S 122126067 294 101660 2
S 122137067 294 101660 2
S 122148066 294 101661 2
S 122159065 294 101661 2
S 122170064 294 101659 2
S 122181064 294 101660 2
S 122192063 294 101657 2
S 122203062 294 101658 2
S 122214062 294 101654 2
S 122225061 294 101658 2
S 122236060 294 101653 2
S 122247060 294 101658 2
S 122258059 294 101658 2
S 122269058 294 101652 2
S 122280058 294 101654 2
S 122291057 294 101658 2
S 122302056 294 101659 2
S 122313056 294 101661 2
S 122324055 294 101653 2
S 122335054 294 101658 2
S 122346053 294 101654 2
S 122357053 294 101655 2
S 122368052 294 101661 2
S 122379051 294 101657 2
S 122390051 294 101661 2
S 122401050 294 101662 2
S 122412049 294 101665 2
S 122423049 294 101665 2
S 122434048 294 101656 2
S 122445047 294 101661 2
S 122456047 294 101658 2
S 122467046 294 101658 2
S 122478045 294 101661 2
S 122489045 294 101658 2
S 122500044 294 101658 2
S 122511043 294 101658 2
S 122522042 294 101658 2
S 122533042 294 101658 2
S 122544041 294 101659 2
S 122555040 294 101658 2
S 122566040 294 101658 2
S 122577039 294 101663 2
S 122588038 294 101662 2
S 122599038 294 101657 2
S 122610037 294 101657 2
S 122621036 294 101661 2
S 122632036 294 101661 2
S 122643035 294 101661 2
S 122654034 294 101659 2
S 122665034 294 101658 2
S 122676033 294 101658 2
S 122687032 294 101658 2
S 122698031 294 101657 2
S 122709031 294 101655 2
S 122720030 294 101658 2
S 122731029 294 101657 2
S 122742029 294 101658 2
S 122753028 294 101657 2
S 122764027 294 101655 2
S 122775027 294 101654 2
S 122786026 294 101655 2
S 122797025 294 101652 2
S 122808025 294 101658 2
S 122824024 294 101655 2
S 122835023 294 101662 2
S 122846022 294 101658 2
S 122857022 294 101663 2
S 122868021 294 101663 2
S 122879020 294 101658 2
S 122890019 294 101662 2
S 122901019 294 101656 2
S 122912018 294 101659 2
S 122923017 294 101658 2
S 122934017 294 101660 2
S 122945016 294 101654 2
S 122956015 294 101654 2
S 122967015 294 101658 2
S 122978014 294 101655 2
S 122989013 294 101655 2
S 123000013 294 101660 2
S 123011012 294 101659 2
S 123022011 294 101660 2
S 123033011 294 101662 2
S 123044010 294 101661 2
S 123055009 294 101661 2
S 123066008 294 101663 2
S 123077008 294 101660 2
S 123088007 294 101665 2
S 123099006 294 101661 2
S 123110006 294 101661 2
S 123121005 294 101660 2
S 123132004 294 101659 2
S 123143004 294 101659 2
S 123154003 294 101658 2
S 123165002 294 101659 2
S 123176002 294 101658 2
S 123187001 294 101660 2
S 123198000 294 101662 2
S 123209000 294 101660 2
S 123219999 294 101660 2
S 123230998 294 101661 2
S 123241997 294 101656 2
S 123252997 294 101659 2
S 123263996 294 101657 2
S 123274995 294 101655 2
S 123285995 294 101658 2
S 123296994 294 101664 2
S 123307993 294 101661 2
S 123318993 294 101667 2
S 123329992 294 101663 2
S 123340991 294 101662 2
S 123351991 294 101662 2
S 123362990 294 101663 2
S 123373989 294 101662 2
S 123384989 294 101662 2
S 123395988 294 101661 2
S 123406987 294 101663 2
S 123417986 294 101661 2
S 123428986 294 101660 2
S 123439985 294 101661 2
S 123450984 294 101664 2
S 123461984 294 101661 2
S 123472983 294 101662 2
S 123483982 294 101664 2
S 123494982 294 101660 2
S 123505981 294 101660 2
S 123516980 294 101659 2
S 123527980 294 101661 2
S 123538979 294 101664 2
S 123549978 294 101659 2
S 123560978 294 101657 2
S 123571977 294 101662 2
S 123582976 294 101662 2
S 123593975 294 101658 2
S 123604975 294 101657 2
S 123615974 294 101661 2
S 123626973 294 101663 2
S 123637973 294 101658 2
S 123648972 294 101661 2
S 123659971 294 101664 2
S 123670971 294 101664 2
S 123681970 294 101664 2
S 123692969 294 101657 2
S 123703969 294 101664 2
S 123714968 294 101664 2
S 123725967 294 101661 2
S 123736967 294 101662 2
S 123747966 294 101662 2
S 123758965 294 101661 2
S 123769964 294 101660 2
S 123780964 294 101659 2
S 123791963 294 101662 2
S 123802962 294 101661 2
S 123813962 294 101656 2
S 123829961 294 101661 2
S 123840960 294 101659 2
S 123851959 294 101663 2
S 123862959 294 101662 2
S 123873958 294 101658 2
S 123884957 294 101655 2
S 123895957 294 101657 2
S 123906956 294 101658 2
S 123917955 294 101657 2
S 123928955 294 101662 2
S 123939954 294 101661 2
S 123950953 294 101659 2
S 123961952 294 101661 2
S 123972952 294 101659 2
S 123983951 294 101660 2
S 123994950 294 101661 2
S 124005950 294 101656 2
S 124016949 294 101658 2
S 124027948 294 101657 2
S 124038948 294 101655 2
S 124049947 294 101657 2
S 124060946 294 101657 2
S 124071946 294 101660 2
S 124082945 294 101655 2
S 124093944 294 101658 2
S 124104944 294 101652 2
S 124115943 294 101653 2
S 124126942 294 101658 2
S 124137941 294 101653 2
S 124148941 294 101655 2
S 124159940 294 101654 2
S 124170939 294 101652 2
S 124181939 294 101651 2
S 124192938 294 101658 2
S 124203937 294 101657 2
S 124214937 294 101659 2
S 124225936 294 101655 2
S 124236935 294 101654 2
S 124247935 294 101653 2
S 124258934 294 101653 2
S 124269933 294 101652 2
S 124280933 294 101652 2
S 124291932 294 101657 2
S 124302931 294 101655 2
S 124313930 294 101652 2
S 124324930 294 101660 2
S 124335929 294 101661 2
S 124346928 294 101661 2
S 124357928 294 101658 2
S 124368927 294 101659 2
S 124379926 294 101655 2
S 124390926 294 101663 2
S 124401925 294 101656 2
S 124412924 294 101658 2
S 124423924 294 101654 2
S 124434923 294 101653 2
S 124445922 294 101657 2
S 124456922 294 101655 2
S 124467921 294 101654 2
S 124478920 294 101660 2
S 124489919 294 101656 2
S 124500919 294 101659 2
S 124511918 294 101657 2
S 124522917 294 101656 2
S 124533917 294 101654 2
S 124544916 294 101656 2
S 124555915 294 101657 2
S 124566915 294 101653 2
S 124577914 294 101656 2
S 124588913 294 101658 2
S 124599913 294 101658 2
S 124610912 294 101655 2
S 124621911 294 101657 2
S 124632911 294 101658 2
S 124643910 294 101653 2
S 124654909 294 101653 2
S 124665908 294 101654 2
S 124676908 294 101655 2
S 124687907 294 101655 2
S 124698906 294 101657 2
S 124709906 294 101654 2
S 124720905 294 101654 2
S 124731904 294 101654 2
S 124742904 294 101654 2
S 124753903 294 101653 2
S 124764902 294 101661 2
S 124775902 294 101661 2
S 124786901 294 101661 2
S 124797900 294 101655 2
S 124808900 294 101661 2
S 124819899 294 101658 2
S 124835898 294 101655 2
S 124846897 294 101661 2
S 124857896 294 101662 2
S 124868896 294 101660 2
S 124879895 294 101653 2
S 124890894 294 101652 2
S 124901894 294 101661 2
S 124912893 294 101655 2
S 124923892 294 101658 2
S 124934892 294 101660 2
S 124945891 294 101659 2
S 124956890 294 101655 2
S 124967890 294 101659 2
S 124978889 294 101654 2
S 124989888 294 101658 2
S 125000888 294 101655 2
S 125011887 294 101655 2
S 125022886 294 101652 2
S 125033885 294 101654 2
S 125044885 294 101660 2
S 125055884 294 101659 2
S 125066883 294 101658 2
S 125077883 294 101658 2
S 125088882 294 101652 2
S 125099881 294 101652 2
S 125110881 294 101652 2
S 125121880 294 101655 2
S 125132879 294 101654 2
S 125143879 294 101653 2
S 125154878 294 101654 2
S 125165877 294 101649 2
S 125176877 294 101650 2
S 125187876 294 101653 2
S 125198875 294 101654 2
S 125209874 294 101652 2
S 125220874 294 101653 2
S 125231873 294 101658 2
S 125242872 294 101655 2
S 125253872 294 101658 2
S 125264871 294 101650 2
S 125275870 294 101653 2
S 125286870 294 101658 2
S 125297869 294 101654 2
S 125308868 294 101657 2
S 125319868 294 101652 2
S 125330867 294 101655 2
S 125341866 294 101657 2
S 125352866 294 101655 2
S 125363865 294 101656 2
S 125374864 294 101653 2
S 125385863 294 101653 2
S 125396863 294 101656 2
S 125407862 294 101652 2
S 125418861 294 101654 2
S 125429861 294 101655 2
S 125440860 294 101653 2
S 125451859 294 101652 2
S 125462859 294 101655 2
S 125473858 294 101658 2
S 125484857 294 101653 2
S 125495857 294 101652 2
S 125506856 294 101652 2
S 125517855 294 101655 2
S 125528855 294 101658 2
S 125539854 294 101661 2
S 125550853 294 101656 2
S 125561852 294 101658 2
S 125572852 294 101655 2
S 125583851 294 101654 2
S 125594850 294 101655 2
S 125605850 294 101650 2
S 125616849 294 101655 2
S 125627848 294 101652 2
S 125638848 294 101658 2
S 125649847 294 101656 2
S 125660846 294 101656 2
S 125671846 294 101660 2
S 125682845 294 101653 2
S 125693844 294 101657 2
S 125704844 294 101652 2
S 125715843 294 101656 2
S 125726842 294 101655 2
S 125737841 294 101654 2
S 125748841 294 101655 2
S 125759840 294 101653 2
S 125770839 294 101655 2
S 125781839 294 101660 2
S 125792838 294 101658 2
S 125803837 294 101656 2
S 125814837 294 101661 2
S 125825836 294 101663 2
S 125841835 294 101662 2
S 125852834 294 101659 2
S 125863834 294 101659 2
S 125874833 294 101659 2
S 125885832 294 101655 2
S 125896832 294 101651 2
S 125907831 294 101654 2
S 125918830 294 101657 2
S 125929829 294 101655 2
S 125940829 294 101656 2
S 125951828 294 101655 2
S 125962827 294 101658 2
S 125973827 294 101659 2
S 125984826 294 101658 2
S 125995825 294 101657 2
S 126006825 294 101658 2
S 126017824 294 101658 2
S 126028823 294 101661 2
S 126039823 294 101655 2
S 126050822 294 101657 2
S 126061821 294 101652 2
S 126072821 294 101656 2
S 126083820 294 101656 2
S 126094819 294 101655 2
S 126105818 294 101653 2
S 126116818 294 101652 2
S 126127817 294 101653 2
S 126138816 294 101654 2
S 126149816 294 101655 2
S 126160815 294 101652 2
S 126171814 294 101654 2
S 126182814 294 101657 2
S 126193813 294 101655 2
S 126204812 294 101657 2
S 126215812 294 101650 2
S 126226811 294 101656 2
S 126237810 294 101652 2
S 126248810 294 101654 2
S 126259809 294 101655 2
S 126270808 294 101652 2
S 126281807 294 101652 2
S 126292807 294 101654 2
S 126303806 294 101650 2
S 126314805 294 101657 2
S 126325805 294 101652 2
S 126336804 294 101653 2
S 126347803 294 101656 2
S 126358803 294 101654 2
S 126369802 294 101656 2
S 126380801 294 101655 2
S 126391801 294 101654 2
S 126402800 294 101653 2
S 126413799 294 101655 2
S 126424799 294 101655 2
S 126435798 294 101654 2
S 126446797 294 101661 2
S 126457796 294 101657 2
S 126468796 294 101656 2
S 126479795 294 101655 2
S 126490794 294 101658 2
S 126501794 294 101655 2
S 126512793 294 101653 2
S 126523792 294 101655 2
S 126534792 294 101658 2
S 126545791 294 101653 2
S 126556790 294 101660 2
S 126567790 294 101653 2
S 126578789 294 101658 2
S 126589788 294 101656 2
S 126600788 294 101654 2
S 126611787 294 101656 2
S 126622786 294 101658 2
S 126633785 294 101659 2
S 126644785 294 101658 2
S 126655784 294 101661 2
S 126666783 294 101658 2
S 126677783 294 101663 2
S 126688782 294 101656 2
S 126699781 294 101656 2
S 126710781 294 101664 2
S 126721780 294 101659 2
S 126732779 294 101659 2
S 126743779 294 101656 2
S 126754778 294 101658 2
S 126765777 294 101659 2
S 126776777 294 101658 2
S 126787776 294 101658 2
S 126798775 294 101659 2
S 126809774 294 101658 2
S 126820774 294 101658 2
S 126831773 294 101658 2
S 126847772 294 101658 2
S 126858771 294 101659 2
S 126869771 294 101660 2
S 126880770 294 101659 2
S 126891769 294 101664 2
S 126902769 294 101662 2
S 126913768 294 101661 2
S 126924767 294 101666 2
S 126935767 294 101661 2
S 126946766 294 101662 2
S 126957765 294 101664 2
S 126968765 294 101667 2
S 126979764 294 101665 2
S 126990763 294 101666 2
S 127001763 294 101666 2
S 127012762 294 101667 2
S 127023761 294 101666 2
S 127034760 294 101665 2
S 127045760 294 101667 2
S 127056759 294 101662 2
S 127067758 294 101662 2
S 127078758 294 101666 2
S 127089757 294 101661 2
S 127100756 294 101658 2
S 127111756 294 101656 2
S 127122755 294 101659 2
S 127133754 294 101661 2
S 127144754 294 101664 2
S 127155753 294 101660 2
S 127166752 294 101657 2
S 127177751 294 101658 2
S 127188751 294 101658 2
S 127199750 294 101657 2
S 127210749 294 101658 2
S 127221749 294 101660 2
S 127232748 294 101655 2
S 127243747 294 101655 2
S 127254747 294 101657 2
S 127265746 294 101664 2
S 127276745 294 101653 2
S 127287745 294 101657 2
S 127298744 294 101656 2
S 127309743 294 101657 2
S 127320743 294 101658 2
S 127331742 294 101655 2
S 127342741 294 101658 2
S 127353740 294 101656 2
S 127364740 294 101661 2
S 127375739 294 101658 2
S 127386738 294 101660 2
S 127397738 294 101658 2
S 127408737 294 101661 2
S 127419736 294 101664 2
S 127430736 294 101661 2
S 127441735 294 101661 2
S 127452734 294 101660 2
S 127463734 294 101659 2
S 127474733 294 101656 2
S 127485732 294 101652 2
S 127496732 294 101655 2
S 127507731 294 101661 2
S 127518730 294 101655 2
S 127529729 294 101657 2
S 127540729 294 101658 2
S 127551728 294 101655 2
S 127562727 294 101656 2
S 127573727 294 101659 2
S 127584726 294 101657 2
S 127595725 294 101656 2
S 127606725 294 101658 2
S 127617724 294 101660 2
S 127628723 294 101653 2
S 127639723 294 101659 2
S 127650722 294 101660 2
S 127661721 294 101655 2
S 127672721 294 101658 2
S 127683720 294 101656 2
S 127694719 294 101658 2
S 127705718 294 101655 2
S 127716718 294 101658 2
S 127727717 294 101658 2
S 127738716 294 101656 2
S 127749716 294 101658 2
S 127760715 294 101662 2
S 127771714 294 101658 2
S 127782714 294 101658 2
S 127793713 294 101658 2
S 127804712 294 101664 2
S 127815712 294 101667 2
S 127826711 294 101662 2
S 127837710 294 101660 2
S 127853709 294 101658 2
S 127864709 294 101662 2
S 127875708 294 101659 2
S 127886707 294 101664 2
S 127897706 294 101658 2
S 127908706 294 101657 2
S 127919705 294 101660 2
S 127930704 294 101662 2
S 127941704 294 101652 2
S 127952703 294 101655 2
S 127963702 294 101655 2
S 127974702 294 101657 2
S 127985701 294 101658 2
S 127996700 294 101657 2
S 128007700 294 101662 2
S 128018699 294 101655 2
S 128029698 294 101655 2
S 128040698 294 101660 2
S 128051697 294 101659 2
S 128062696 294 101652 2
S 128073695 294 101662 2
S 128084695 294 101655 2
S 128095694 294 101665 2
S 128106693 294 101659 2
S 128117693 294 101656 2
S 128128692 294 101659 2
S 128139691 294 101661 2
S 128150691 294 101657 2
S 128161690 294 101656 2
S 128172689 294 101652 2
S 128183689 294 101659 2
S 128194688 294 101655 2
S 128205687 294 101652 2
S 128216687 294 101660 2
S 128227686 294 101657 2
S 128238685 294 101655 2
S 128249684 294 101660 2
S 128260684 294 101657 2
S 128271683 294 101652 2
S 128282682 294 101654 2
S 128293682 294 101652 2
S 128304681 294 101658 2
S 128315680 294 101654 2
S 128326680 294 101654 2
S 128337679 294 101656 2
S 128348678 294 101654 2
S 128359678 294 101655 2
S 128370677 294 101656 2
S 128381676 294 101658 2
S 128392676 294 101658 2
S 128403675 294 101654 2
S 128414674 294 101655 2
S 128425673 294 101655 2
S 128436673 294 101655 2
S 128447672 294 101658 2
S 128458671 294 101657 2
S 128469671 294 101655 2
S 128480670 294 101655 2
S 128491669 294 101654 2
S 128502669 294 101655 2
S 128513668 294 101652 2
S 128524667 294 101654 2
S 128535667 294 101656 2
S 128546666 294 101659 2
S 128557665 294 101655 2
S 128568665 294 101656 2
S 128579664 294 101655 2
S 128590663 294 101651 2
S 128601662 294 101652 2
S 128612662 294 101655 2
S 128623661 294 101654 2
S 128634660 294 101661 2
S 128645660 294 101661 2
S 128656659 294 101654 2
S 128667658 294 101656 2
S 128678658 294 101652 2
S 128689657 294 101658 2
S 128700656 294 101655 2
S 128711656 294 101656 2
S 128722655 294 101655 2
S 128733654 294 101661 2
S 128744654 294 101657 2
S 128755653 294 101661 2
S 128766652 294 101659 2
S 128777651 294 101655 2
S 128788651 294 101659 2
S 128799650 294 101654 2
S 128810649 294 101657 2
S 128821649 294 101661 2
S 128832648 294 101659 2
S 128843647 294 101658 2
S 128859646 294 101660 2
S 128870646 294 101672 2
S 128881645 294 101661 2
S 128892644 294 101671 2
S 128903644 294 101662 2
S 128914643 294 101664 2
S 128925642 294 101665 2
S 128936642 294 101665 2
S 128947641 294 101662 2
S 128958640 294 101661 2
S 128969639 294 101665 2
S 128980639 294 101667 2
S 128991638 294 101669 2
S 129002637 294 101665 2
S 129013637 294 101666 2
S 129024636 294 101665 2
S 129035635 294 101662 2
S 129046635 294 101661 2
S 129057634 294 101664 2
S 129068633 294 101662 2
S 129079633 294 101664 2
S 129090632 294 101663 2
S 129101631 294 101668 2
S 129112631 294 101664 2
S 129123630 294 101664 2
S 129134629 294 101666 2
S 129145628 294 101664 2
S 129156628 294 101664 2
S 129167627 294 101666 2
S 129178626 294 101667 2
S 129189626 294 101661 2
S 129200625 294 101662 2
S 129211624 294 101662 2
S 129222624 294 101663 2
S 129233623 294 101661 2
S 129244622 294 101667 2
S 129255622 294 101667 2
S 129266621 294 101666 2
S 129277620 294 101661 2
S 129288620 294 101664 2
S 129299619 294 101664 2
S 129310618 294 101664 2
S 129321617 294 101664 2
S 129332617 294 101667 2
S 129343616 294 101664 2
S 129354615 294 101664 2
S 129365615 294 101664 2
S 129376614 294 101661 2
S 129387613 294 101666 2
S 129398613 294 101661 2
S 129409612 294 101658 2
S 129420611 294 101664 2
S 129431611 294 101662 2
S 129442610 294 101660 2
S 129453609 294 101659 2
S 129464609 294 101661 2
S 129475608 294 101661 2
S 129486607 294 101662 2
S 129497606 294 101664 2
S 129508606 294 101664 2
S 129519605 294 101667 2
S 129530604 294 101670 2
S 129541604 294 101662 2
S 129552603 294 101668 2
S 129563602 294 101664 2
S 129574602 294 101663 2
S 129585601 294 101667 2
S 129596600 294 101665 2
S 129607600 294 101670 2
S 129618599 294 101664 2
S 129629598 294 101664 2
S 129640598 294 101663 2
S 129651597 294 101661 2
S 129662596 294 101662 2
S 129673595 294 101666 2
S 129684595 294 101661 2
S 129695594 294 101661 2
S 129706593 294 101664 2
S 129717593 294 101661 2
S 129728592 294 101661 2
S 129739591 294 101666 2
S 129750591 294 101663 2
S 129761590 294 101664 2
S 129772589 294 101661 2
S 129783589 294 101666 2
S 129794588 294 101661 2
S 129805587 294 101658 2
S 129816587 294 101660 2
S 129827586 294 101664 2
S 129838585 294 101661 2
S 129849584 294 101663 2
S 129865583 294 101664 2
S 129876583 294 101658 2
S 129887582 294 101661 2
S 129898581 294 101664 2
S 129909581 294 101666 2
S 129920580 294 101661 2
S 129931579 294 101661 2
S 129942579 294 101663 2
S 129953578 294 101661 2
S 129964577 294 101662 2
S 129975577 294 101666 2
S 129986576 294 101661 2
S 129997575 294 101662 2
S 130008575 294 101661 2
S 130019574 294 101663 2
S 130030573 294 101664 2
S 130041572 294 101662 2
S 130052572 294 101659 2
S 130063571 294 101660 2
S 130074570 294 101662 2
S 130085570 294 101661 2
S 130096569 294 101661 2
S 130107568 294 101666 2
S 130118568 294 101662 2
S 130129567 294 101661 2
S 130140566 294 101662 2
S 130151566 294 101664 2
S 130162565 294 101664 2
S 130173564 294 101670 2
S 130184564 294 101663 2
S 130195563 294 101664 2
S 130206562 294 101667 2
S 130217561 294 101667 2
S 130228561 294 101665 2
S 130239560 294 101668 2
S 130250559 294 101666 2
S 130261559 294 101664 2
S 130272558 294 101664 2
S 130283557 294 101661 2
S 130294557 294 101662 2
S 130305556 294 101663 2
S 130316555 294 101663 2
S 130327555 294 101664 2
S 130338554 294 101662 2
S 130349553 294 101661 2
S 130360553 294 101661 2
S 130371552 294 101660 2
S 130382551 294 101664 2
S 130393550 294 101666 2
S 130404550 294 101661 2
S 130415549 294 101661 2
S 130426548 294 101658 2
S 130437548 294 101658 2
S 130448547 294 101664 2
S 130459546 294 101660 2
S 130470546 294 101660 2
S 130481545 294 101662 2
S 130492544 294 101659 2
S 130503544 294 101661 2
S 130514543 294 101659 2
S 130525542 294 101658 2
S 130536542 294 101664 2
S 130547541 294 101661 2
S 130558540 294 101661 2
S 130569539 294 101659 2
S 130580539 294 101659 2
S 130591538 294 101662 2
S 130602537 294 101661 2
S 130613537 294 101664 2
S 130624536 294 101667 2
S 130635535 294 101664 2
S 130646535 294 101661 2
S 130657534 294 101660 2
S 130668533 294 101659 2
S 130679533 294 101658 2
S 130690532 294 101664 2
S 130701531 294 101664 2
S 130712531 294 101661 2
S 130723530 294 101660 2
S 130734529 294 101658 2
S 130745528 294 101658 2
S 130756528 294 101660 2
S 130767527 294 101653 2
S 130778526 294 101657 2
S 130789526 294 101658 2
S 130800525 294 101658 2
S 130811524 294 101662 2
S 130822524 294 101655 2
S 130833523 294 101655 2
S 130844522 294 101657 2
S 130855522 294 101667 2
S 130871521 294 101664 2
S 130882520 294 101662 2
S 130893519 294 101661 2
S 130904519 294 101658 2
S 130915518 294 101662 2
S 130926517 294 101661 2
S 130937516 294 101662 2
S 130948516 294 101659 2
S 130959515 294 101658 2
S 130970514 294 101660 2
S 130981514 294 101665 2
S 130992513 294 101665 2
S 131003512 294 101664 2
S 131014512 294 101665 2
S 131025511 294 101664 2
S 131036510 294 101661 2
S 131047510 294 101661 2
S 131058509 294 101658 2
S 131069508 294 101661 2
S 131080508 294 101660 2
S 131091507 294 101665 2
S 131102506 294 101660 2
S 131113505 294 101658 2
S 131124505 294 101663 2
S 131135504 294 101664 2
S 131146503 294 101660 2
S 131157503 294 101661 2
S 131168502 294 101658 2
S 131179501 294 101662 2
S 131190501 294 101660 2
S 131201500 294 101664 2
S 131212499 294 101661 2
S 131223499 294 101664 2
S 131234498 294 101665 2
S 131245497 294 101661 2
S 131256497 294 101657 2
S 131267496 294 101661 2
S 131278495 294 101660 2
S 131289494 294 101662 2
S 131300494 294 101656 2
S 131311493 294 101658 2
S 131322492 294 101659 2
S 131333492 294 101657 2
S 131344491 294 101661 2
S 131355490 294 101660 2
S 131366490 294 101662 2
S 131377489 294 101664 2
S 131388488 294 101657 2
S 131399488 294 101655 2
S 131410487 294 101658 2
S 131421486 294 101659 2
S 131432486 294 101656 2
S 131443485 294 101657 2
S 131454484 294 101657 2
S 131465483 294 101659 2
S 131476483 294 101658 2
S 131487482 294 101659 2
S 131498481 294 101657 2
S 131509481 294 101660 2
S 131520480 294 101658 2
S 131531479 294 101658 2
S 131542479 294 101661 2
S 131553478 294 101662 2
S 131564477 294 101665 2
S 131575477 294 101664 2
S 131586476 294 101665 2
S 131597475 294 101664 2
S 131608475 294 101661 2
S 131619474 294 101664 2
S 131630473 294 101659 2
S 131641472 294 101662 2
S 131652472 294 101661 2
S 131663471 294 101661 2
S 131674470 294 101662 2
S 131685470 294 101660 2
S 131696469 294 101659 2
S 131707468 294 101660 2
S 131718468 294 101658 2
S 131729467 294 101659 2
S 131740466 294 101660 2
S 131751466 294 101661 2
S 131762465 294 101664 2
S 131773464 294 101661 2
S 131784464 294 101665 2
S 131795463 294 101669 2
S 131806462 294 101659 2
S 131817461 294 101665 2
S 131828461 294 101665 2
S 131839460 294 101663 2
S 131850459 294 101662 2
S 131861459 294 101661 2
S 131877458 294 101660 2
S 131888457 294 101662 2
S 131899456 294 101664 2
S 131910456 294 101664 2
S 131921455 294 101664 2
S 131932454 294 101658 2
S 131943454 294 101658 2
S 131954453 294 101662 2
S 131965452 294 101661 2
S 131976452 294 101661 2
S 131987451 294 101663 2
S 131998450 294 101661 2
S 132009449 294 101659 2
S 132020449 294 101660 2
S 132031448 294 101659 2
S 132042447 294 101658 2
S 132053447 294 101658 2
S 132064446 294 101660 2
S 132075445 294 101655 2
S 132086445 294 101660 2
S 132097444 294 101661 2
S 132108443 294 101659 2
S 132119443 294 101661 2
S 132130442 294 101663 2
S 132141441 294 101658 2
S 132152441 294 101655 2
S 132163440 294 101657 2
S 132174439 294 101660 2
S 132185438 294 101659 2
S 132196438 294 101659 2
S 132207437 294 101658 2
S 132218436 294 101660 2
S 132229436 294 101659 2
S 132240435 294 101664 2
S 132251434 294 101661 2
S 132262434 294 101660 2
S 132273433 294 101661 2
S 132284432 294 101661 2
S 132295432 294 101662 2
S 132306431 294 101655 2
S 132317430 294 101660 2
S 132328430 294 101661 2
S 132339429 294 101658 2
S 132350428 294 101660 2
S 132361427 294 101658 2
S 132372427 294 101660 2
S 132383426 294 101649 2
S 132394425 294 101660 2
S 132405425 294 101659 2
S 132416424 294 101659 2
S 132427423 294 101658 2
S 132438423 294 101655 2
S 132449422 294 101658 2
S 132460421 294 101657 2
S 132471421 294 101655 2
S 132482420 294 101658 2
S 132493419 294 101658 2
S 132504419 294 101657 2
S 132515418 294 101658 2
S 132526417 294 101660 2
S 132537416 294 101658 2
S 132548416 294 101660 2
S 132559415 294 101660 2
S 132570414 294 101655 2
S 132581414 294 101658 2
S 132592413 294 101657 2
S 132603412 294 101659 2
S 132614412 294 101659 2
S 132625411 294 101658 2
S 132636410 294 101658 2
S 132647410 294 101658 2
S 132658409 294 101658 2
S 132669408 294 101658 2
S 132680408 294 101661 2
S 132691407 294 101658 2
S 132702406 294 101655 2
S 132713405 294 101655 2
S 132724405 294 101657 2
S 132735404 294 101659 2
S 132746403 294 101661 2
S 132757403 294 101657 2
S 132768402 294 101657 2
S 132779401 294 101661 2
S 132790401 294 101657 2
S 132801400 294 101655 2
S 132812399 294 101658 2
S 132823399 294 101658 2
S 132834398 294 101659 2
S 132845397 294 101653 2
S 132856397 294 101657 2
S 132867396 294 101657 2
S 132883395 294 101666 2
S 132894394 294 101665 2
S 132905393 294 101665 2
S 132916393 294 101670 2
S 132927392 294 101667 2
S 132938391 294 101666 2
S 132949391 294 101667 2
S 132960390 294 101667 2
S 132971389 294 101666 2
S 132982389 294 101665 2
S 132993388 294 101666 2
S 133004387 294 101667 2
S 133015387 294 101670 2
S 133026386 294 101667 2
S 133037385 294 101667 2
S 133048385 294 101665 2
S 133059384 294 101665 2
S 133070383 294 101664 2
S 133081382 294 101664 2
S 133092382 294 101667 2
S 133103381 294 101665 2
S 133114380 294 101667 2
S 133125380 294 101666 2
S 133136379 294 101666 2
S 133147378 294 101667 2
S 133158378 294 101664 2
S 133169377 294 101665 2
S 133180376 294 101667 2
S 133191376 294 101667 2
S 133202375 294 101668 2
S 133213374 294 101668 2
S 133224374 294 101665 2
S 133235373 294 101665 2
S 133246372 294 101666 2
S 133257371 294 101665 2
S 133268371 294 101665 2
S 133279370 294 101667 2
S 133290369 294 101665 2
S 133301369 294 101664 2
S 133312368 294 101667 2
S 133323367 294 101667 2
S 133334367 294 101666 2
S 133345366 294 101667 2
S 133356365 294 101667 2
S 133367365 294 101666 2
S 133378364 294 101664 2
S 133389363 294 101665 2
S 133400363 294 101665 2
S 133411362 294 101665 2
S 133422361 294 101665 2
S 133433360 294 101665 2
S 133444360 294 101664 2
S 133455359 294 101670 2
S 133466358 294 101669 2
S 133477358 294 101665 2
S 133488357 294 101667 2
S 133499356 294 101656 2
S 133510356 294 101666 2
S 133521355 294 101665 2
S 133532354 294 101665 2
S 133543354 294 101665 2
S 133554353 294 101665 2
S 133565352 294 101667 2
S 133576352 294 101665 2
S 133587351 294 101667 2
S 133598350 294 101663 2
S 133609349 294 101664 2
S 133620349 294 101667 2
S 133631348 294 101670 2
S 133642347 294 101667 2
S 133653347 294 101665 2
S 133664346 294 101667 2
S 133675345 294 101664 2
S 133686345 294 101666 2
S 133697344 294 101664 2
